date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:38:27	20631/20631	U--MCZ	200	updated ('OK')	text/html	etag:W/%225bae5a87-5097%22	http://www.themesindustry.com/html/webox/404.html	D:/htdocs/html-webox/webox/www.themesindustry.com/html/webox/404.html	(from )
12:38:27	155754/155754	U--MCZ	200	updated ('OK')	text/html	etag:W/%225b97cbbe-2606a%22	http://www.themesindustry.com/html/webox/demos/index.html	D:/htdocs/html-webox/webox/www.themesindustry.com/html/webox/demos/index.html	(from )
12:38:27	24286/24286	---MCZ	200	added ('OK')	text/html	etag:W/%225bae5a86-5ede%22	http://www.themesindustry.com/html/webox/about_rtl.html	D:/htdocs/html-webox/webox/www.themesindustry.com/html/webox/about_rtl.html	(from )
12:38:28	27706/27706	U--MCZ	200	updated ('OK')	text/html	etag:W/%225bae5a88-6c3a%22	http://www.themesindustry.com/html/webox/blog.html	D:/htdocs/html-webox/webox/www.themesindustry.com/html/webox/blog.html	(from )
12:38:28	33127/33127	U--MCZ	200	updated ('OK')	text/html	etag:W/%225bae5a81-8167%22	http://www.themesindustry.com/html/webox/about.html	D:/htdocs/html-webox/webox/www.themesindustry.com/html/webox/about.html	(from )
12:38:29	21251/21251	---MCZ	200	added ('OK')	text/html	etag:W/%225b8d53d9-5303%22	http://www.themesindustry.com/html/webox/blog_detail_rtl.html	D:/htdocs/html-webox/webox/www.themesindustry.com/html/webox/blog_detail_rtl.html	(from )
12:38:30	18795/18795	---MCZ	200	added ('OK')	text/html	etag:W/%225b8d53cf-496b%22	http://www.themesindustry.com/html/webox/blog_rtl.html	D:/htdocs/html-webox/webox/www.themesindustry.com/html/webox/blog_rtl.html	(from )
12:38:36	13867/13867	---MCZ	200	added ('OK')	text/html	etag:W/%225bae5a85-362b%22	http://www.themesindustry.com/html/webox/contact_rtl.html	D:/htdocs/html-webox/webox/www.themesindustry.com/html/webox/contact_rtl.html	(from )
12:38:36	29931/29931	U--MCZ	200	updated ('OK')	text/html	etag:W/%225b929e05-74eb%22	http://www.themesindustry.com/html/webox/blog_detail.html	D:/htdocs/html-webox/webox/www.themesindustry.com/html/webox/blog_detail.html	(from )
12:38:40	26683/26683	U--MCZ	200	updated ('OK')	text/html	etag:W/%225b929e02-683b%22	http://www.themesindustry.com/html/webox/blog2.html	D:/htdocs/html-webox/webox/www.themesindustry.com/html/webox/blog2.html	(from )
12:38:40	23604/23604	U--MCZ	200	updated ('OK')	text/html	etag:W/%225bae5a82-5c34%22	http://www.themesindustry.com/html/webox/contact.html	D:/htdocs/html-webox/webox/www.themesindustry.com/html/webox/contact.html	(from )
12:38:40	28429/28429	U--MCZ	200	updated ('OK')	text/html	etag:W/%225bae5a85-6f0d%22	http://www.themesindustry.com/html/webox/blog3.html	D:/htdocs/html-webox/webox/www.themesindustry.com/html/webox/blog3.html	(from )
12:38:43	15859/15859	---MCZ	200	added ('OK')	text/html	etag:W/%225b8d53d7-3df3%22	http://www.themesindustry.com/html/webox/services_rtl.html	D:/htdocs/html-webox/webox/www.themesindustry.com/html/webox/services_rtl.html	(from )
